id	sexo	idade	vinculo	estacionamento	instalacoes	ambiente
2381	Feminino	31	Terceirizado	Bom	Regular	Ótimo
2382	Feminino	34	Servidor	Bom	Ótimo	Bom
2383	Feminino	29	Servidor	Ruim	Ótimo	Ruim
2384	Masculino	42	Servidor	Regular	Ótimo	Regular
2385	Feminino	35	Terceirizado	Bom	Ruim	Ótimo
2386	Feminino	26	Servidor	Bom	Bom	Bom
2387	Feminino	35	Servidor	Bom	Ruim	Bom
2388	Masculino	43	Servidor	Ruim	Ótimo	Bom
2389	Masculino	23	Estagiário	Bom	Regular	Bom
2390	Feminino	39	Terceirizado	Bom	Ótimo	Bom
2391	Feminino	18	Estagiário	Ótimo	Bom	Bom
2392	Masculino	40	Servidor	Bom	Ótimo	Bom
2393	Feminino	54	Servidor	Regular	Regular	Ótimo
2394	Masculino	41	Servidor	Regular	Ruim	Ótimo
2395	Masculino	39	Terceirizado	Regular	Ótimo	Regular
2396	Masculino	44	Servidor	Ruim	Bom	Regular
2397	Feminino	29	Servidor	Ruim	Ótimo	Bom
2398	Masculino	36	Terceirizado	Bom	Bom	Ótimo
2399	Feminino	33	Servidor	Ruim	Ótimo	Bom
2400	Masculino	32	Servidor	Regular	Ótimo	Regular
2401	Feminino	41	Servidor	Regular	Ótimo	Bom
2402	Feminino	36	Terceirizado	Bom	Bom	Ótimo
2403	Feminino	18	Estagiário	Regular	Ótimo	Ótimo
2404	Masculino	20	Servidor	Regular	Bom	Ruim
2405	Masculino	33	Servidor	Ruim	Ótimo	Regular
2406	Feminino	19	Estagiário	Bom	Ótimo	Regular
2407	Masculino	36	Servidor	Bom	Bom	Regular
2408	Masculino	30	Servidor	Bom	Ótimo	Ruim
2409	Masculino	25	Servidor	Regular	Bom	Regular
2410	Feminino	31	Terceirizado	Regular	Regular	Ótimo
2411	Feminino	46	Servidor	Bom	Bom	Bom
2412	Feminino	34	Servidor	Regular	Bom	Ótimo
2413	Feminino	22	Servidor	Bom	Ótimo	Bom
2414	Masculino	38	Servidor	Regular	Ótimo	Bom
2415	Masculino	44	Terceirizado	Ruim	Bom	Bom
2416	Masculino	29	Servidor	Bom	Ótimo	Bom
2417	Masculino	20	Estagiário	Bom	Bom	Bom
2418	Masculino	42	Servidor	Regular	Ótimo	Ruim
2419	Masculino	40	Servidor	Bom	Ótimo	Ótimo
2420	Masculino	42	Servidor	Regular	Ótimo	Bom
2421	Feminino	36	Servidor	Regular	Ótimo	Bom
2422	Feminino	35	Servidor	Bom	Ótimo	Regular
2423	Feminino	21	Estagiário	Regular	Ótimo	Ótimo
2424	Feminino	37	Terceirizado	Ótimo	Bom	Bom
2425	Masculino	34	Terceirizado	Regular	Ótimo	Ótimo
2426	Masculino	31	Servidor	Bom	Ótimo	Bom
2427	Masculino	23	Estagiário	Bom	Regular	Ótimo
2428	Masculino	20	Estagiário	Regular	Bom	Ótimo
2429	Masculino	51	Servidor	Bom	Bom	Bom
2430	Feminino	29	Servidor	Regular	Bom	Bom
2431	Feminino	40	Terceirizado	Regular	Ótimo	Ótimo
2432	Feminino	21	Servidor	Bom	Bom	Ótimo
2433	Feminino	38	Servidor	Regular	Ótimo	Bom
2434	Feminino	31	Terceirizado	Regular	Bom	Ótimo
2435	Feminino	38	Servidor	Regular	Ótimo	Bom
2436	Masculino	28	Servidor	Bom	Ótimo	Bom
2437	Masculino	18	Estagiário	Regular	Ótimo	Ótimo
2438	Feminino	26	Servidor	Bom	Ruim	Bom
2439	Feminino	39	Terceirizado	Regular	Regular	Ótimo
2440	Masculino	30	Servidor	Ruim	Bom	Bom
2441	Feminino	40	Terceirizado	Regular	Ótimo	Ótimo
2442	Masculino	30	Servidor	Bom	Ótimo	Bom
2443	Feminino	40	Servidor	Bom	Ótimo	Ruim
2444	Masculino	40	Servidor	Ruim	Ótimo	Ótimo
2445	Feminino	41	Terceirizado	Bom	Ótimo	Ótimo
2446	Feminino	35	Servidor	Regular	Ótimo	Bom
2447	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
2448	Feminino	35	Terceirizado	Ótimo	Bom	Ótimo
2449	Feminino	38	Servidor	Ruim	Ótimo	Bom
2450	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
2451	Masculino	25	Servidor	Regular	Ótimo	Bom
2452	Masculino	38	Terceirizado	Regular	Bom	Bom
2453	Masculino	35	Terceirizado	Regular	Regular	Ótimo
2454	Feminino	31	Terceirizado	Ruim	Ótimo	Ótimo
2455	Masculino	40	Terceirizado	Regular	Bom	Ótimo
2456	Masculino	35	Servidor	Regular	Ótimo	Ótimo
2457	Feminino	36	Servidor	Regular	Bom	Bom
2458	Masculino	18	Estagiário	Bom	Ótimo	Ótimo
2459	Masculino	28	Servidor	Bom	Ruim	Ótimo
2460	Feminino	19	Estagiário	Regular	Ótimo	Ótimo
2461	Feminino	34	Terceirizado	Bom	Bom	Ótimo
2462	Feminino	47	Servidor	Ruim	Bom	Bom
2463	Masculino	30	Servidor	Bom	Bom	Bom
2464	Feminino	36	Servidor	Ótimo	Regular	Regular
2465	Masculino	24	Servidor	Bom	Ótimo	Bom
2466	Feminino	42	Servidor	Regular	Regular	Ótimo
2467	Masculino	41	Servidor	Ótimo	Ótimo	Regular
2468	Masculino	39	Servidor	Regular	Bom	Regular
2469	Feminino	35	Servidor	Ruim	Ótimo	Regular
2470	Masculino	40	Servidor	Bom	Ótimo	Ruim
2471	Feminino	32	Servidor	Regular	Ótimo	Bom
2472	Masculino	29	Servidor	Regular	Ótimo	Bom
2473	Feminino	18	Estagiário	Bom	Ótimo	Bom
2474	Feminino	29	Servidor	Regular	Bom	Bom
2475	Masculino	30	Servidor	Bom	Bom	Bom
2476	Feminino	33	Servidor	Bom	Bom	Bom
2477	Masculino	37	Servidor	Regular	Bom	Bom
2478	Masculino	20	Estagiário	Bom	Ótimo	Ótimo
2479	Feminino	22	Servidor	Regular	Ótimo	Bom
2480	Masculino	42	Servidor	Bom	Bom	Ruim
2481	Masculino	39	Terceirizado	Regular	Bom	Ótimo
2482	Masculino	32	Servidor	Bom	Regular	Bom
2483	Masculino	31	Servidor	Regular	Bom	Bom
2484	Masculino	28	Servidor	Regular	Ótimo	Bom
2485	Feminino	34	Servidor	Regular	Ótimo	Ótimo
2486	Masculino	27	Servidor	Bom	Ótimo	Regular
2487	Masculino	33	Servidor	Bom	Ótimo	Bom
2488	Feminino	39	Servidor	Regular	Ótimo	Bom
2489	Feminino	38	Terceirizado	Bom	Ótimo	Ótimo
2490	Masculino	46	Terceirizado	Ruim	Regular	Ótimo
2491	Feminino	36	Servidor	Regular	Bom	Regular
2492	Masculino	32	Terceirizado	Regular	Bom	Ótimo
2493	Masculino	32	Servidor	Regular	Ótimo	Bom
2494	Masculino	39	Servidor	Bom	Ótimo	Ruim
2495	Feminino	33	Servidor	Bom	Ótimo	Ruim
2496	Masculino	19	Estagiário	Regular	Ótimo	Bom
2497	Masculino	18	Estagiário	Ruim	Bom	Ótimo
2498	Feminino	38	Terceirizado	Ruim	Bom	Bom
2499	Masculino	36	Servidor	Ruim	Ótimo	Bom
2500	Masculino	33	Servidor	Regular	Bom	Bom
2501	Masculino	51	Servidor	Ruim	Bom	Bom
2502	Masculino	35	Servidor	Bom	Regular	Bom
2503	Masculino	32	Terceirizado	Regular	Regular	Ruim
2504	Masculino	33	Terceirizado	Bom	Bom	Bom
2505	Feminino	20	Estagiário	Regular	Ótimo	Bom
2506	Feminino	34	Servidor	Regular	Ótimo	Ótimo
2507	Masculino	30	Servidor	Bom	Bom	Bom
2508	Masculino	35	Terceirizado	Bom	Bom	Ótimo
2509	Masculino	23	Terceirizado	Bom	Regular	Ótimo
2510	Feminino	39	Servidor	Bom	Bom	Bom
2511	Feminino	37	Servidor	Ruim	Bom	Bom
2512	Feminino	30	Servidor	Bom	Bom	Bom
2513	Feminino	40	Servidor	Regular	Bom	Ótimo
2514	Masculino	22	Estagiário	Bom	Ótimo	Ótimo
2515	Feminino	29	Servidor	Ruim	Regular	Bom
2516	Masculino	36	Terceirizado	Bom	Bom	Ótimo
2517	Masculino	31	Servidor	Regular	Regular	Bom
2518	Feminino	34	Servidor	Regular	Ótimo	Bom
2519	Feminino	27	Terceirizado	Bom	Bom	Ótimo
2520	Masculino	37	Servidor	Regular	Bom	Ótimo
2521	Feminino	44	Servidor	Ruim	Ótimo	Bom
2522	Masculino	18	Estagiário	Ruim	Ótimo	Bom
2523	Masculino	21	Estagiário	Regular	Bom	Ótimo
2524	Masculino	34	Terceirizado	Bom	Ótimo	Ótimo
2525	Masculino	40	Servidor	Bom	Bom	Bom
2526	Feminino	39	Servidor	Bom	Bom	Bom
2527	Masculino	24	Servidor	Regular	Ótimo	Bom
2528	Feminino	37	Terceirizado	Ruim	Ótimo	Ótimo
2529	Masculino	18	Estagiário	Regular	Ótimo	Ótimo
2530	Feminino	32	Servidor	Bom	Ótimo	Regular
2531	Feminino	43	Servidor	Bom	Bom	Ótimo
2532	Masculino	31	Servidor	Bom	Ótimo	Bom
2533	Masculino	37	Servidor	Bom	Ótimo	Bom
2534	Feminino	34	Servidor	Bom	Ótimo	Bom
2535	Masculino	39	Servidor	Ruim	Bom	Bom
2536	Masculino	37	Servidor	Regular	Bom	Bom
2537	Masculino	41	Servidor	Bom	Ótimo	Regular
2538	Masculino	28	Servidor	Bom	Ótimo	Bom
2539	Masculino	37	Terceirizado	Bom	Ótimo	Bom
2540	Feminino	39	Servidor	Regular	Ruim	Ótimo
2541	Feminino	41	Servidor	Ruim	Bom	Bom
2542	Feminino	18	Estagiário	Regular	Ruim	Ótimo
2543	Masculino	34	Servidor	Ruim	Ótimo	Regular
2544	Feminino	23	Servidor	Ruim	Ótimo	Bom
2545	Masculino	28	Servidor	Regular	Ruim	Ótimo
2546	Masculino	31	Servidor	Bom	Regular	Bom
2547	Feminino	41	Servidor	Regular	Bom	Regular
2548	Feminino	39	Terceirizado	Regular	Ótimo	Ótimo
2549	Masculino	20	Estagiário	Regular	Regular	Ótimo
2550	Masculino	31	Terceirizado	Bom	Bom	Ótimo
2551	Feminino	34	Servidor	Bom	Ótimo	Bom
2552	Masculino	31	Servidor	Regular	Regular	Ótimo
2553	Feminino	40	Terceirizado	Bom	Ótimo	Ótimo
2554	Masculino	26	Servidor	Bom	Regular	Bom
2555	Feminino	31	Servidor	Regular	Bom	Bom
2556	Feminino	37	Terceirizado	Ótimo	Ótimo	Ótimo
2557	Feminino	32	Servidor	Ruim	Ótimo	Bom
2558	Feminino	31	Servidor	Bom	Regular	Bom
2559	Masculino	33	Terceirizado	Bom	Ruim	Ótimo
2560	Feminino	30	Servidor	Regular	Ótimo	Regular
2561	Feminino	18	Estagiário	Regular	Bom	Ótimo
2562	Feminino	22	Estagiário	Regular	Regular	Bom
2563	Feminino	46	Servidor	Regular	Bom	Bom
2564	Masculino	19	Estagiário	Bom	Bom	Regular
2565	Feminino	50	Terceirizado	Bom	Ótimo	Ótimo
2566	Masculino	37	Terceirizado	Bom	Ótimo	Ótimo
2567	Masculino	31	Servidor	Regular	Regular	Bom
2568	Masculino	32	Servidor	Bom	Bom	Bom
2569	Feminino	22	Servidor	Regular	Bom	Bom
2570	Feminino	34	Servidor	Bom	Ótimo	Bom
2571	Masculino	21	Estagiário	Regular	Ótimo	Ótimo
2572	Feminino	46	Servidor	Regular	Ótimo	Ruim
2573	Masculino	38	Servidor	Bom	Ótimo	Bom
2574	Feminino	32	Servidor	Bom	Ótimo	Bom
2575	Feminino	33	Servidor	Regular	Ótimo	Bom
2576	Masculino	32	Servidor	Bom	Ótimo	Bom
2577	Feminino	46	Terceirizado	Bom	Ótimo	Ótimo
2578	Masculino	50	Servidor	Ruim	Regular	Bom
2579	Masculino	35	Servidor	Regular	Regular	Regular
2580	Masculino	25	Servidor	Bom	Ruim	Bom
2581	Masculino	40	Servidor	Ruim	Bom	Ótimo
2582	Feminino	32	Servidor	Regular	Regular	Regular
2583	Masculino	21	Estagiário	Bom	Bom	Ótimo
2584	Feminino	48	Terceirizado	Regular	Bom	Ótimo
2585	Masculino	20	Estagiário	Bom	Bom	Bom
2586	Masculino	34	Terceirizado	Bom	Ótimo	Ótimo
2587	Masculino	36	Servidor	Ruim	Bom	Ótimo
2588	Feminino	33	Terceirizado	Regular	Ótimo	Ótimo
2589	Masculino	21	Estagiário	Bom	Ruim	Bom
2590	Masculino	30	Servidor	Ruim	Ruim	Regular
2591	Masculino	35	Terceirizado	Bom	Bom	Bom
2592	Feminino	25	Terceirizado	Ruim	Ótimo	Bom
2593	Masculino	30	Servidor	Regular	Ótimo	Bom
2594	Masculino	30	Servidor	Bom	Bom	Ótimo
2595	Feminino	33	Servidor	Bom	Bom	Bom
2596	Feminino	28	Servidor	Regular	Bom	Bom
2597	Masculino	38	Terceirizado	Regular	Ótimo	Ótimo
2598	Feminino	32	Servidor	Bom	Bom	Regular
2599	Feminino	37	Servidor	Ruim	Ótimo	Bom
2600	Feminino	27	Servidor	Regular	Bom	Bom
2601	Masculino	50	Terceirizado	Regular	Ótimo	Bom
2602	Masculino	31	Servidor	Regular	Ótimo	Ótimo
2603	Feminino	42	Servidor	Ruim	Ótimo	Ótimo
2604	Masculino	37	Terceirizado	Bom	Ótimo	Ótimo
2605	Feminino	31	Servidor	Ótimo	Ruim	Bom
2606	Feminino	34	Servidor	Ruim	Bom	Ótimo
2607	Feminino	41	Servidor	Bom	Regular	Bom
2608	Masculino	26	Servidor	Bom	Ótimo	Regular
2609	Masculino	38	Servidor	Ruim	Ótimo	Regular
2610	Masculino	43	Servidor	Bom	Bom	Ótimo
2611	Masculino	40	Servidor	Bom	Ótimo	Bom
2612	Masculino	35	Servidor	Ruim	Bom	Bom
2613	Feminino	28	Servidor	Bom	Ruim	Ótimo
2614	Feminino	19	Estagiário	Regular	Ótimo	Bom
2615	Feminino	49	Servidor	Regular	Regular	Ótimo
2616	Masculino	19	Estagiário	Ruim	Bom	Ótimo
2617	Masculino	41	Servidor	Regular	Ótimo	Ótimo
2618	Feminino	34	Servidor	Regular	Ótimo	Ótimo
2619	Masculino	23	Servidor	Bom	Ótimo	Bom
2620	Feminino	23	Servidor	Regular	Ótimo	Regular
2621	Feminino	37	Servidor	Ruim	Ótimo	Ruim
2622	Feminino	29	Terceirizado	Ótimo	Regular	Ótimo
2623	Feminino	20	Estagiário	Bom	Bom	Bom
2624	Feminino	22	Estagiário	Bom	Bom	Ótimo
2625	Masculino	37	Servidor	Ótimo	Bom	Regular
2626	Feminino	45	Servidor	Regular	Bom	Bom
2627	Masculino	37	Servidor	Ruim	Ótimo	Bom
2628	Masculino	34	Servidor	Bom	Ótimo	Ótimo
2629	Feminino	33	Terceirizado	Bom	Ótimo	Ótimo
2630	Feminino	43	Terceirizado	Regular	Bom	Ótimo
2631	Masculino	29	Servidor	Bom	Ótimo	Bom
2632	Feminino	28	Terceirizado	Bom	Regular	Ótimo
2633	Masculino	42	Servidor	Bom	Bom	Bom
2634	Masculino	19	Estagiário	Regular	Bom	Bom
2635	Masculino	30	Servidor	Bom	Regular	Ótimo
2636	Feminino	34	Servidor	Bom	Regular	Bom
2637	Feminino	42	Terceirizado	Bom	Ruim	Ótimo
2638	Masculino	27	Servidor	Regular	Ótimo	Bom
2639	Feminino	34	Servidor	Ruim	Ótimo	Bom
2640	Feminino	45	Servidor	Bom	Ótimo	Ótimo
2641	Feminino	33	Servidor	Bom	Ótimo	Ótimo
2642	Feminino	24	Servidor	Regular	Ótimo	Bom
2643	Masculino	25	Servidor	Bom	Ótimo	Ruim
2644	Masculino	22	Estagiário	Ótimo	Bom	Ótimo
2645	Masculino	35	Servidor	Bom	Ótimo	Bom
2646	Masculino	19	Estagiário	Bom	Bom	Ótimo
2647	Masculino	40	Terceirizado	Ótimo	Bom	Bom
2648	Masculino	29	Terceirizado	Regular	Ruim	Ótimo
2649	Masculino	42	Servidor	Regular	Ótimo	Bom
2650	Masculino	32	Servidor	Bom	Bom	Regular
2651	Feminino	27	Terceirizado	Bom	Ótimo	Ótimo
2652	Feminino	35	Servidor	Ruim	Regular	Bom
2653	Masculino	27	Terceirizado	Ruim	Ótimo	Bom
2654	Masculino	21	Estagiário	Ótimo	Bom	Ótimo
2655	Masculino	20	Estagiário	Regular	Bom	Ótimo
2656	Masculino	36	Terceirizado	Bom	Ótimo	Ótimo
2657	Feminino	36	Terceirizado	Bom	Bom	Ótimo
2658	Feminino	35	Servidor	Regular	Ruim	Bom
2659	Feminino	39	Terceirizado	Bom	Ótimo	Ótimo
2660	Feminino	33	Servidor	Bom	Ruim	Bom
2661	Feminino	21	Estagiário	Ruim	Ótimo	Bom
2662	Feminino	40	Terceirizado	Bom	Ótimo	Ótimo
2663	Masculino	30	Servidor	Bom	Regular	Ótimo
2664	Masculino	39	Servidor	Regular	Ótimo	Bom
2665	Masculino	39	Servidor	Ruim	Ótimo	Bom
2666	Masculino	36	Servidor	Regular	Bom	Bom
2667	Masculino	28	Servidor	Bom	Bom	Bom
2668	Feminino	28	Servidor	Bom	Ótimo	Ruim
2669	Masculino	32	Servidor	Regular	Regular	Bom
2670	Masculino	22	Estagiário	Regular	Ótimo	Bom
2671	Feminino	23	Estagiário	Regular	Ótimo	Ótimo
2672	Masculino	24	Servidor	Bom	Regular	Regular
2673	Masculino	43	Terceirizado	Ruim	Bom	Bom
2674	Masculino	36	Servidor	Bom	Bom	Bom
2675	Masculino	36	Servidor	Regular	Ruim	Bom
2676	Feminino	40	Terceirizado	Bom	Ótimo	Ótimo
2677	Feminino	37	Terceirizado	Regular	Ótimo	Ótimo
2678	Masculino	35	Terceirizado	Bom	Bom	Regular
2679	Feminino	31	Servidor	Regular	Ótimo	Bom
2680	Feminino	40	Servidor	Regular	Ótimo	Bom
2681	Feminino	44	Terceirizado	Regular	Ótimo	Ótimo
2682	Feminino	38	Servidor	Bom	Bom	Regular
2683	Feminino	41	Servidor	Bom	Ótimo	Ótimo
2684	Feminino	41	Servidor	Regular	Ótimo	Bom
2685	Masculino	19	Estagiário	Regular	Bom	Ótimo
2686	Feminino	33	Servidor	Regular	Ótimo	Bom
2687	Feminino	48	Terceirizado	Regular	Bom	Ótimo
2688	Masculino	37	Servidor	Regular	Bom	Bom
2689	Feminino	33	Servidor	Bom	Ótimo	Ótimo
2690	Masculino	35	Servidor	Regular	Bom	Bom
2691	Masculino	33	Servidor	Ruim	Ótimo	Regular
2692	Masculino	38	Servidor	Bom	Ótimo	Bom
2693	Masculino	27	Terceirizado	Bom	Bom	Ótimo
2694	Feminino	50	Servidor	Ruim	Ótimo	Regular
2695	Masculino	42	Servidor	Bom	Regular	Ótimo
2696	Masculino	43	Servidor	Regular	Ótimo	Bom
2697	Masculino	30	Servidor	Bom	Ótimo	Bom
2698	Feminino	27	Servidor	Ruim	Ótimo	Regular
2699	Masculino	34	Terceirizado	Ruim	Ótimo	Bom
2700	Feminino	32	Terceirizado	Bom	Ótimo	Ótimo
2701	Masculino	38	Terceirizado	Ótimo	Bom	Ótimo
2702	Feminino	22	Estagiário	Bom	Ótimo	Ótimo
2703	Feminino	34	Servidor	Regular	Bom	Regular
2704	Masculino	25	Servidor	Bom	Ótimo	Bom
2705	Masculino	47	Servidor	Bom	Ótimo	Bom
2706	Feminino	38	Servidor	Bom	Regular	Bom
2707	Feminino	28	Servidor	Bom	Bom	Ótimo
2708	Feminino	41	Servidor	Bom	Bom	Regular
2709	Masculino	34	Servidor	Regular	Regular	Regular
2710	Masculino	29	Terceirizado	Bom	Bom	Ótimo
2711	Feminino	28	Servidor	Regular	Bom	Bom
2712	Masculino	42	Servidor	Bom	Regular	Ótimo
2713	Masculino	18	Estagiário	Ruim	Ruim	Ótimo
2714	Feminino	39	Servidor	Ótimo	Regular	Bom
2715	Feminino	28	Servidor	Regular	Regular	Regular
2716	Masculino	41	Servidor	Ruim	Regular	Bom
2717	Feminino	38	Terceirizado	Regular	Bom	Ótimo
2718	Feminino	30	Terceirizado	Bom	Ótimo	Ótimo
2719	Masculino	40	Terceirizado	Regular	Regular	Ótimo
2720	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
2721	Feminino	29	Servidor	Bom	Regular	Ótimo
2722	Masculino	43	Servidor	Bom	Bom	Ótimo
2723	Feminino	33	Terceirizado	Bom	Regular	Ótimo
2724	Masculino	37	Servidor	Regular	Bom	Bom
2725	Feminino	20	Estagiário	Regular	Regular	Bom
2726	Masculino	31	Servidor	Bom	Bom	Bom
2727	Feminino	37	Terceirizado	Regular	Bom	Ótimo
2728	Feminino	39	Terceirizado	Ruim	Ótimo	Bom
2729	Feminino	31	Servidor	Ruim	Ótimo	Bom
2730	Masculino	36	Servidor	Bom	Bom	Bom
2731	Feminino	36	Servidor	Regular	Bom	Ruim
2732	Masculino	31	Servidor	Regular	Ótimo	Bom
2733	Feminino	33	Servidor	Bom	Bom	Bom
2734	Feminino	34	Servidor	Ótimo	Regular	Regular
2735	Feminino	41	Terceirizado	Bom	Ótimo	Ótimo
2736	Masculino	27	Servidor	Ruim	Ótimo	Ótimo
2737	Masculino	32	Terceirizado	Bom	Bom	Ótimo
2738	Masculino	34	Servidor	Bom	Bom	Bom
2739	Masculino	33	Servidor	Bom	Ótimo	Bom
2740	Masculino	38	Servidor	Regular	Bom	Bom
2741	Feminino	42	Servidor	Bom	Bom	Bom
2742	Masculino	27	Servidor	Bom	Ótimo	Bom
2743	Masculino	27	Servidor	Bom	Ótimo	Ótimo
2744	Masculino	30	Servidor	Ruim	Bom	Bom
2745	Masculino	35	Terceirizado	Regular	Ótimo	Ótimo
2746	Feminino	41	Servidor	Regular	Bom	Bom
2747	Masculino	30	Servidor	Ruim	Bom	Bom
2748	Masculino	34	Servidor	Regular	Ótimo	Regular
2749	Masculino	29	Servidor	Regular	Ótimo	Ruim
2750	Feminino	41	Servidor	Bom	Ótimo	Regular
2751	Feminino	35	Terceirizado	Regular	Ótimo	Ótimo
2752	Feminino	46	Servidor	Bom	Ótimo	Ótimo
2753	Masculino	36	Servidor	Regular	Regular	Ruim
2754	Masculino	33	Servidor	Ruim	Ótimo	Ótimo
2755	Masculino	47	Servidor	Regular	Ótimo	Bom
2756	Feminino	23	Estagiário	Ruim	Ótimo	Ótimo
2757	Masculino	36	Servidor	Bom	Ótimo	Ruim
2758	Feminino	30	Servidor	Ótimo	Bom	Bom
2759	Masculino	38	Servidor	Bom	Regular	Bom
2760	Feminino	34	Servidor	Bom	Ótimo	Bom
2761	Feminino	31	Terceirizado	Regular	Bom	Ótimo
2762	Feminino	45	Servidor	Ótimo	Ótimo	Bom
2763	Masculino	34	Terceirizado	Regular	Bom	Ótimo
2764	Feminino	32	Terceirizado	Ruim	Ótimo	Ótimo
2765	Masculino	36	Terceirizado	Bom	Ótimo	Ótimo
2766	Masculino	31	Terceirizado	Regular	Ótimo	Bom
2767	Masculino	20	Estagiário	Bom	Ótimo	Ótimo
2768	Feminino	48	Servidor	Ótimo	Ótimo	Ótimo
2769	Feminino	34	Servidor	Bom	Bom	Bom
2770	Masculino	38	Servidor	Regular	Bom	Bom
2771	Masculino	37	Servidor	Bom	Ótimo	Ótimo
2772	Feminino	31	Terceirizado	Regular	Ótimo	Ótimo
2773	Feminino	19	Estagiário	Ótimo	Bom	Ótimo
2774	Masculino	23	Servidor	Bom	Regular	Bom
2775	Masculino	37	Servidor	Bom	Ótimo	Regular
2776	Masculino	36	Servidor	Regular	Ótimo	Bom
2777	Feminino	32	Terceirizado	Regular	Ótimo	Ótimo
2778	Feminino	18	Estagiário	Regular	Regular	Ótimo
2779	Masculino	28	Servidor	Bom	Ótimo	Regular
2780	Feminino	33	Servidor	Regular	Ótimo	Bom
2781	Masculino	35	Servidor	Bom	Regular	Regular
2782	Feminino	29	Terceirizado	Ruim	Regular	Ótimo
2783	Masculino	36	Servidor	Regular	Bom	Ótimo
2784	Masculino	38	Servidor	Bom	Bom	Bom
2785	Masculino	31	Servidor	Bom	Ótimo	Ótimo
2786	Masculino	28	Servidor	Bom	Ótimo	Regular
2787	Masculino	33	Servidor	Ruim	Ótimo	Bom
2788	Masculino	36	Servidor	Regular	Bom	Bom
2789	Masculino	47	Terceirizado	Regular	Bom	Ótimo
2790	Masculino	35	Servidor	Bom	Ótimo	Bom
2791	Masculino	29	Servidor	Regular	Ótimo	Bom
2792	Feminino	30	Terceirizado	Regular	Ótimo	Ótimo
2793	Feminino	30	Servidor	Bom	Ótimo	Bom
2794	Feminino	32	Servidor	Bom	Ótimo	Ruim
2795	Feminino	30	Servidor	Regular	Ótimo	Bom
2796	Feminino	18	Estagiário	Regular	Ruim	Ótimo
2797	Masculino	37	Servidor	Bom	Ótimo	Ótimo
2798	Feminino	47	Servidor	Bom	Bom	Bom
2799	Masculino	30	Servidor	Bom	Ótimo	Ruim
2800	Feminino	30	Terceirizado	Bom	Bom	Bom
2801	Masculino	22	Estagiário	Bom	Bom	Ótimo
2802	Masculino	33	Servidor	Ruim	Ótimo	Bom
2803	Masculino	18	Estagiário	Ruim	Ruim	Ótimo
2804	Feminino	18	Estagiário	Bom	Ótimo	Ótimo
2805	Feminino	44	Servidor	Regular	Ótimo	Regular
2806	Masculino	28	Terceirizado	Regular	Ótimo	Ótimo
2807	Feminino	19	Estagiário	Bom	Regular	Ótimo
2808	Feminino	35	Servidor	Bom	Bom	Regular
2809	Masculino	40	Servidor	Bom	Ótimo	Ótimo
2810	Masculino	47	Servidor	Bom	Bom	Regular
2811	Masculino	20	Estagiário	Bom	Regular	Ótimo
2812	Masculino	35	Terceirizado	Regular	Ótimo	Ótimo
2813	Masculino	31	Servidor	Regular	Bom	Ótimo
2814	Masculino	35	Servidor	Bom	Ótimo	Bom
2815	Feminino	22	Estagiário	Bom	Bom	Ótimo
2816	Masculino	33	Servidor	Bom	Ótimo	Bom
2817	Feminino	24	Terceirizado	Ruim	Bom	Bom
2818	Masculino	32	Servidor	Ruim	Bom	Bom
2819	Feminino	33	Servidor	Ruim	Ótimo	Bom
2820	Masculino	37	Servidor	Ótimo	Bom	Bom
2821	Masculino	44	Servidor	Ruim	Ótimo	Regular
2822	Feminino	27	Servidor	Bom	Ótimo	Bom
2823	Masculino	29	Servidor	Regular	Regular	Bom
2824	Masculino	32	Servidor	Ruim	Bom	Bom
2825	Masculino	27	Servidor	Regular	Bom	Bom
2826	Masculino	40	Servidor	Regular	Ótimo	Ótimo
2827	Masculino	19	Estagiário	Regular	Bom	Bom
2828	Feminino	45	Servidor	Regular	Bom	Regular
2829	Masculino	37	Terceirizado	Bom	Ótimo	Ótimo
2830	Feminino	33	Servidor	Regular	Ótimo	Bom
2831	Feminino	42	Servidor	Bom	Bom	Ruim
2832	Feminino	41	Servidor	Bom	Ótimo	Bom
2833	Masculino	27	Servidor	Bom	Bom	Ótimo
2834	Feminino	32	Terceirizado	Bom	Bom	Bom
2835	Masculino	32	Terceirizado	Regular	Ótimo	Bom
2836	Masculino	37	Servidor	Bom	Ótimo	Bom
2837	Feminino	34	Servidor	Regular	Bom	Bom
2838	Masculino	35	Servidor	Ótimo	Ótimo	Bom
2839	Feminino	37	Servidor	Regular	Bom	Bom
2840	Feminino	30	Servidor	Bom	Ótimo	Bom
2841	Masculino	31	Servidor	Regular	Ótimo	Bom
2842	Masculino	36	Servidor	Regular	Ruim	Ótimo
2843	Feminino	37	Terceirizado	Regular	Ótimo	Ótimo
2844	Feminino	29	Terceirizado	Ruim	Ótimo	Ótimo
2845	Masculino	43	Servidor	Bom	Ótimo	Bom
2846	Feminino	39	Terceirizado	Regular	Ótimo	Ótimo
2847	Masculino	33	Servidor	Bom	Ótimo	Regular
2848	Masculino	35	Servidor	Regular	Ótimo	Bom
2849	Feminino	26	Servidor	Bom	Ruim	Regular
2850	Masculino	38	Servidor	Regular	Ótimo	Bom
